announcement_date,available_in_zeroeval,created_at,data_type,description,fine_tuned_from_model_id,knowledge_cutoff,license_id,model_family_id,model_id,multimodal,name,organization_country,organization_description,organization_id,organization_name,organization_website,param_count,release_date,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at
2024-08-23,True,2025-07-19T19:49:05.555819+00:00,model,"Phi-3.5-MoE-instruct is a mixture-of-experts model with ~42B total parameters (6.6B active) and a 128K context window. It excels at reasoning, math, coding, and multilingual tasks, outperforming larger dense models in many benchmarks. It underwent a thorough safety post-training process (SFT + DPO) and is licensed under MIT. This model is ideal for scenarios where efficiency and high performance are both required, particularly in multi-lingual or reasoning-intensive tasks.",,,mit,,phi-3.5-moe-instruct,False,Phi-3.5-MoE-instruct,US,Technology company,microsoft,Microsoft,https://microsoft.com,60000000000,2024-08-23,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct,https://arxiv.org/abs/2404.14219,,,https://techcommunity.microsoft.com/blog/azure-ai-services-blog/discover-the-new-multi-lingual-high-quality-phi-3-5-slms/4225280,https://huggingface.co/microsoft/Phi-3.5-MoE-instruct,4900000000000,2025-07-19T19:49:05.555819+00:00
2024-08-23,True,2025-07-19T19:49:05.563203+00:00,model,"Phi-3.5-vision-instruct is a 4.2B-parameter open multimodal model with up to 128K context tokens. It emphasizes multi-frame image understanding and reasoning, boosting performance on single-image benchmarks while enabling multi-image comparison, summarization, and even video analysis. The model underwent safety post-training for improved instruction-following, alignment, and robust handling of visual and text inputs, and is released under the MIT license.",,,mit,,phi-3.5-vision-instruct,True,Phi-3.5-vision-instruct,US,Technology company,microsoft,Microsoft,https://microsoft.com,4200000000,2024-08-23,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,https://arxiv.org/abs/2404.14219,,,https://techcommunity.microsoft.com/blog/azure-ai-services-blog/discover-the-new-multi-lingual-high-quality-phi-3-5-slms/4225280,https://huggingface.co/microsoft/Phi-3.5-vision-instruct,500000000000,2025-07-19T19:49:05.563203+00:00
2024-12-12,True,2025-07-19T19:49:05.549276+00:00,model,"phi-4 is a state-of-the-art open model built to excel at advanced reasoning, coding, and knowledge tasks. It leverages a blend of synthetic data, filtered web data, academic texts, and supervised fine-tuning for precision, alignment, and safety.",,2024-06-01,mit,,phi-4,False,Phi 4,US,Technology company,microsoft,Microsoft,https://microsoft.com,14700000000,2024-12-12,https://huggingface.co/microsoft/phi-4,https://arxiv.org/pdf/2412.08905,,,https://techcommunity.microsoft.com/blog/aiplatformblog/introducing-phi-4-microsoft%E2%80%99s-newest-small-language-model-specializing-in-comple/4357090,https://huggingface.co/microsoft/phi-4,9800000000000,2025-07-19T19:49:05.549276+00:00
2025-02-01,True,2025-07-19T19:49:05.552796+00:00,model,"Phi 4 Mini Instruct is a lightweight (3.8B parameters) open model built upon synthetic data and filtered web data, focusing on high-quality reasoning. It supports a 128K token context length and is enhanced for instruction adherence and safety via supervised fine-tuning and direct preference optimization.",,2024-06-01,mit,,phi-4-mini,False,Phi 4 Mini,US,Technology company,microsoft,Microsoft,https://microsoft.com,3840000000,2025-02-01,,https://arxiv.org/pdf/2503.01743,,,https://azure.microsoft.com/en-us/blog/empowering-innovation-the-next-generation-of-the-phi-family/,https://huggingface.co/microsoft/Phi-4-mini-instruct,5000000000000,2025-07-19T19:49:05.552796+00:00
2025-04-30,True,2025-07-19T19:49:05.545846+00:00,model,"Phi-4-mini-reasoning is designed for multi-step, logic-intensive mathematical problem-solving tasks under memory/compute constrained environments and latency bound scenarios. Some of the use cases include formal proof generation, symbolic computation, advanced word problems, and a wide range of mathematical reasoning scenarios. These models excel at maintaining context across steps, applying structured logic, and delivering accurate, reliable solutions in domains that require deep analytical thinking.",,2025-02-01,mit,,phi-4-mini-reasoning,False,Phi 4 Mini Reasoning,US,Technology company,microsoft,Microsoft,https://microsoft.com,3800000000,2025-04-30,"https://learn.microsoft.com/en-us/windows/ai/apis/phi-silica?tabs=csharp0,csharp1,csharp2,csharp3",https://arxiv.org/pdf/2504.21233,,,https://azure.microsoft.com/en-us/blog/one-year-of-phi-small-language-models-making-big-leaps-in-ai/,https://huggingface.co/microsoft/Phi-4-mini-reasoning,150000000000,2025-07-19T19:49:05.545846+00:00
2025-02-01,True,2025-07-19T19:49:05.571307+00:00,model,"Phi-4-multimodal-instruct is a lightweight (5.57B parameters) open multimodal foundation model that leverages research and datasets from Phi-3.5 and 4.0. It processes text, image, and audio inputs to generate text outputs, supporting a 128K token context length. Enhanced via SFT, DPO, and RLHF for instruction following and safety.",,2024-06-01,mit,,phi-4-multimodal-instruct,True,Phi-4-multimodal-instruct,US,Technology company,microsoft,Microsoft,https://microsoft.com,5600000000,2025-02-01,,https://arxiv.org/abs/2503.01743,https://ai.azure.com/explore/models?selectedCollection=phi&tid=72f988bf-86f1-41af-91ab-2d7cd011db47,,https://azure.microsoft.com/en-us/blog/empowering-innovation-the-next-generation-of-the-phi-family/,https://huggingface.co/microsoft/Phi-4-multimodal-instruct,5000000000000,2025-07-19T19:49:05.571307+00:00
2025-04-30,True,2025-07-19T19:49:05.879382+00:00,model,"Phi-4-reasoning is a state-of-the-art open-weight reasoning model finetuned from Phi-4 using supervised fine-tuning on a dataset of chain-of-thought traces and reinforcement learning. It focuses on math, science, and coding skills.",phi-4,2025-03-01,mit,,phi-4-reasoning,False,Phi 4 Reasoning,US,Technology company,microsoft,Microsoft,https://microsoft.com,14000000000,2025-04-30,"https://learn.microsoft.com/en-us/windows/ai/apis/phi-silica?tabs=csharp0,csharp1,csharp2,csharp3",https://arxiv.org/abs/2504.21318,,,https://azure.microsoft.com/en-us/blog/one-year-of-phi-small-language-models-making-big-leaps-in-ai/,https://huggingface.co/microsoft/Phi-4-reasoning,16000000000,2025-07-19T19:49:05.879382+00:00
2025-04-30,True,2025-07-19T19:49:05.567534+00:00,model,"Phi-4-reasoning-plus is a state-of-the-art open-weight reasoning model finetuned from Phi-4 using supervised fine-tuning and reinforcement learning. It focuses on math, science, and coding skills. This 'plus' version has higher accuracy due to additional RL training but may have higher latency.",,2025-03-01,mit,,phi-4-reasoning-plus,False,Phi 4 Reasoning Plus,US,Technology company,microsoft,Microsoft,https://microsoft.com,14000000000,2025-04-30,"https://learn.microsoft.com/en-us/windows/ai/apis/phi-silica?tabs=csharp0,csharp1,csharp2,csharp3",https://arxiv.org/abs/2504.21318,,,https://azure.microsoft.com/en-us/blog/one-year-of-phi-small-language-models-making-big-leaps-in-ai/,https://huggingface.co/microsoft/Phi-4-reasoning-plus,16000000000,2025-07-19T19:49:05.567534+00:00
2024-05-29,True,2025-07-19T19:49:05.805621+00:00,model,"A 22B parameter code generation model trained on 80+ programming languages including Python, Java, C, C++, JavaScript, and Bash. Supports both instruction-following and fill-in-the-middle (FIM) capabilities for code completion and generation tasks.",,,mnpl_0_1,,codestral-22b,False,Codestral-22B,FR,French AI company,mistral,Mistral AI,https://mistral.ai,22200000000,2024-05-29,https://docs.mistral.ai/api/,,https://chat.mistral.ai/,,https://mistral.ai/news/codestral/,https://huggingface.co/mistralai/Codestral-22B-v0.1,,2025-07-19T19:49:05.805621+00:00
2025-07-10,True,2025-07-19T19:49:05.783461+00:00,model,"Devstral Medium builds upon the strengths of Devstral Small and takes performance to the next level with a score of 61.6% on SWE-Bench Verified. Devstral Medium is available through the Mistral public API, and offers exceptional performance at a competitive price point, making it an ideal choice for businesses and developers looking for a high-quality, cost-effective model.",,,proprietary,,devstral-medium-2507,False,Devstral Medium,FR,French AI company,mistral,Mistral AI,https://mistral.ai,,2025-07-10,https://console.mistral.ai,,,,https://mistral.ai/news/devstral-2507,,,2025-07-19T19:49:05.783461+00:00
2025-07-11,True,2025-07-19T19:49:05.797947+00:00,model,"Devstral Small 1.1 (also called devstral-small-2507) is based on the Mistral-Small-3.1 foundation model and contains approximately 24 billion parameters. It supports a 128k token context window, which allows it to handle multi-file code inputs and long prompts typical in software engineering workflows. The model is fine-tuned specifically for structured outputs, including XML and function-calling formats. This makes it compatible with agent frameworks such as OpenHands and suitable for tasks like program navigation, multi-step edits, and code search. It is licensed under Apache 2.0 and available for both research and commercial use.",,,apache_2_0,,devstral-small-2507,False,Devstral Small 1.1,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-07-11,https://console.mistral.ai,,,,https://huggingface.co/mistralai/Devstral-Small-2507,https://huggingface.co/mistralai/Devstral-Small-2507/blob/main/model.safetensors.index.json,,2025-07-19T19:49:05.797947+00:00
2025-06-10,True,2025-07-19T19:49:05.780565+00:00,model,"Trained solely with reinforcement learning on top of Mistral Medium 3, Magistral Medium is a reasoning model that achieves strong performance on complex math and code tasks without relying on distillation from existing reasoning models. The training uses an RLVR framework with modifications to GRPO, enabling improved reasoning ability and multilingual consistency.",,2025-06-01,apache_2_0,,magistral-medium,True,Magistral Medium,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-06-10,https://docs.mistral.ai/api/,https://arxiv.org/pdf/2506.10910,https://chat.mistral.ai/,,https://mistral.ai/news/magistral,,,2025-07-19T19:49:05.780565+00:00
2025-06-10,True,2025-07-19T19:49:05.777162+00:00,model,"Building upon Mistral Small 3.1 (2503), with added reasoning capabilities, undergoing SFT from Magistral Medium traces and RL on top, it's a small, efficient reasoning model with 24B parameters. Magistral Small can be deployed locally, fitting within a single RTX 4090 or a 32GB RAM MacBook once quantized.",,2025-06-01,apache_2_0,,magistral-small-2506,False,Magistral Small 2506,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-06-10,https://docs.mistral.ai/api/,https://arxiv.org/pdf/2506.10910,https://chat.mistral.ai/,,https://mistral.ai/news/magistral,https://huggingface.co/mistralai/Magistral-Small-2506,,2025-07-19T19:49:05.777162+00:00
2024-10-16,True,2025-07-19T19:49:05.786083+00:00,model,"The Ministral-8B-Instruct-2410 is an instruct fine-tuned model for local intelligence, on-device computing, and at-the-edge use cases, significantly outperforming existing models of similar size.",,,mistral_research_license,,ministral-8b-instruct-2410,False,Ministral 8B Instruct,FR,French AI company,mistral,Mistral AI,https://mistral.ai,8019808256,2024-10-16,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,,,,https://mistral.ai/news/ministraux/,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,,2025-07-19T19:49:05.786083+00:00
2024-07-24,True,2025-07-19T19:49:05.813974+00:00,model,"A 123B parameter model with strong capabilities in code generation, mathematics, and reasoning. Features enhanced multilingual support across dozens of languages, 128k context window, and advanced function calling capabilities. Excels in instruction-following and maintains concise outputs.",,,mistral_research_license,,mistral-large-2-2407,False,Mistral Large 2,FR,French AI company,mistral,Mistral AI,https://mistral.ai,123000000000,2024-07-24,https://docs.mistral.ai/,,https://chat.mistral.ai/,,https://mistral.ai/news/mistral-large-2407/,https://huggingface.co/mistralai/Mistral-Large-Instruct-2407,,2025-07-19T19:49:05.813974+00:00
2024-07-18,True,2025-07-19T19:49:05.773595+00:00,model,"A state-of-the-art 12B multilingual model with a 128k context window, designed for global applications and strong in multiple languages.",,,apache_2_0,,mistral-nemo-instruct-2407,False,Mistral NeMo Instruct,FR,French AI company,mistral,Mistral AI,https://mistral.ai,12000000000,2024-07-18,https://docs.mistral.ai/getting-started/models/models_overview/,,,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,https://mistral.ai/news/mistral-nemo/,https://huggingface.co/mistralai/Mistral-Nemo-Instruct-2407,,2025-07-19T19:49:05.773595+00:00
2024-09-17,True,2025-07-19T19:49:05.809465+00:00,model,"An enterprise-grade 22B parameter model optimized for tasks like translation, summarization, and sentiment analysis. Offers significant improvements in human alignment, reasoning capabilities, and code generation compared to previous versions.",,,mistral_research_license,,mistral-small-2409,False,Mistral Small,FR,French AI company,mistral,Mistral AI,https://mistral.ai,22000000000,2024-09-17,https://docs.mistral.ai/api/,,https://console.mistral.ai/,,https://mistral.ai/news/september-24-release/,https://huggingface.co/mistralai/Mistral-Small-Instruct-2409,,2025-07-19T19:49:05.809465+00:00
2025-01-30,True,2025-07-19T19:49:05.791166+00:00,model,"Mistral Small 3 is competitive with larger models such as Llama 3.3 70B or Qwen 32B, and is an excellent open replacement for opaque proprietary models like GPT4o-mini. Mistral Small 3 is on par with Llama 3.3 70B instruct, while being more than 3x faster on the same hardware.",,2023-10-01,apache_2_0,,mistral-small-24b-base-2501,True,Mistral Small 3 24B Base,FR,French AI company,mistral,Mistral AI,https://mistral.ai,23600000000,2025-01-30,,,https://console.mistral.ai/,,https://mistral.ai/news/mistral-small-3,https://huggingface.co/mistralai/Mistral-Small-24B-Base-2501,,2025-07-19T19:49:05.791166+00:00
2025-01-30,True,2025-07-19T19:49:05.788628+00:00,model,"Mistral Small 3 is a 24B-parameter LLM licensed under Apache-2.0. It focuses on low-latency, high-efficiency instruction following, maintaining performance comparable to larger models. It provides quick, accurate responses for conversational agents, function calling, and domain-specific fine-tuning. Suitable for local inference when quantized, it rivals models 2–3× its size while using significantly fewer compute resources.",,2023-10-01,apache_2_0,,mistral-small-24b-instruct-2501,False,Mistral Small 3 24B Instruct,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-01-30,https://docs.mistral.ai/api/,,,,https://mistral.ai/news/mistral-small-3/,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,,2025-07-19T19:49:05.788628+00:00
2025-03-17,True,2025-07-19T19:49:05.793911+00:00,model,"Pretrained base model version of Mistral Small 3.1. Features improved text performance, multimodal understanding, multilingual capabilities, and an expanded 128k token context window compared to Mistral Small 3. Designed for fine-tuning.",,,apache_2_0,,mistral-small-3.1-24b-base-2503,True,Mistral Small 3.1 24B Base,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-03-17,,,https://console.mistral.ai/,,https://mistral.ai/news/mistral-small-3-1,https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Base-2503,,2025-07-19T19:49:05.793911+00:00
2025-03-17,True,2025-07-19T19:49:05.770816+00:00,model,"Building upon Mistral Small 3 (2501), Mistral Small 3.1 (2503) adds state-of-the-art vision understanding and enhances long context capabilities up to 128k tokens without compromising text performance. With 24 billion parameters, this model achieves top-tier capabilities in both text and vision tasks.",,,apache_2_0,,mistral-small-3.1-24b-instruct-2503,True,Mistral Small 3.1 24B Instruct,FR,French AI company,mistral,Mistral AI,https://mistral.ai,24000000000,2025-03-17,,,https://console.mistral.ai/,,https://mistral.ai/news/mistral-small-3-1,https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503,,2025-07-19T19:49:05.770816+00:00
2025-06-20,True,2025-08-03T22:06:11.933573+00:00,model,Mistral-Small-3.2-24B-Instruct-2506 is a minor update of Mistral-Small-3.1-24B-Instruct-2503.,mistral-small-3.1-24b-base-2503,2023-10-01,apache_2_0,,mistral-small-3.2-24b-instruct-2506,True,Mistral Small 3.2 24B Instruct,FR,French AI company,mistral,Mistral AI,https://mistral.ai,23600000000,2025-06-20,,,https://console.mistral.ai/,,,https://huggingface.co/mistralai/Mistral-Small-3.2-24B-Instruct-2506,,2025-08-03T22:06:11.933573+00:00
2024-09-17,True,2025-07-19T19:49:05.802013+00:00,model,"A 12B parameter multimodal model with a 400M parameter vision encoder, capable of understanding both natural images and documents. Excels at multimodal tasks while maintaining strong text-only performance. Supports variable image sizes and multiple images in context.",,,apache_2_0,,pixtral-12b-2409,True,Pixtral-12B,FR,French AI company,mistral,Mistral AI,https://mistral.ai,12400000000,2024-09-17,https://docs.mistral.ai/platform/endpoints/,,https://chat.mistral.ai,https://huggingface.co/mistralai/Pixtral-12B-2409,https://mistral.ai/news/pixtral-12b/,https://huggingface.co/mistralai/Pixtral-12B-2409,,2025-07-19T19:49:05.802013+00:00
2024-11-18,True,2025-07-19T19:49:05.913427+00:00,model,"A 124B parameter multimodal model built on top of Mistral Large 2, featuring frontier-level image understanding capabilities. Excels at understanding documents, charts, and natural images while maintaining strong text-only performance. Features a 123B multimodal decoder and 1B parameter vision encoder with a 128K context window supporting up to 30 high-resolution images.",mistral-large-2-2407,,mistral_research_license_(mrl)_for_research;_mistral_commercial_license_for_commercial_use,,pixtral-large,True,Pixtral Large,FR,French AI company,mistral,Mistral AI,https://mistral.ai,124000000000,2024-11-18,https://mistral.ai/,,https://chat.mistral.ai/,,https://mistral.ai/news/pixtral-large/,https://huggingface.co/mistralai/Pixtral-Large-Instruct-2411,,2025-07-19T19:49:05.913427+00:00
2025-01-20,True,2025-07-19T19:49:05.426406+00:00,model,"Kimi 1.5 is a next-generation multimodal large language model developed by Moonshot AI. It incorporates advanced reinforcement learning (RL) and scalable multimodal reasoning, delivering state-of-the-art performance in math, code, vision, and long-context reasoning tasks.",,,proprietary,,kimi-k1.5,True,Kimi-k1.5,CN,"Chinese AI company developing the Kimi series of large language models, including state-of-the-art mixture-of-experts models with long-context capabilities",moonshotai,Moonshot AI,https://moonshot.cn,,2025-01-20,https://platform.moonshot.cn/docs/api-reference,https://arxiv.org/abs/2501.12599,https://kimi.ai/,https://github.com/MoonshotAI/Kimi-k1.5,,,,2025-07-19T19:49:05.426406+00:00
2025-09-05,True,2025-09-14T00:00:00.000000+00:00,model,"Kimi K2 0905 is the September update of Kimi K2 0711. It is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass. It supports long-context inference up to 256k tokens, extended from the previous 128k. This update improves agentic coding with higher accuracy and better generalization across scaffolds, and enhances frontend coding with more aesthetic and functional outputs for web, 3D, and related tasks. The model is trained with a novel stack incorporating the MuonClip optimizer for stable large-scale MoE training.",kimi-k2-instruct,,proprietary,,kimi-k2-0905,False,Kimi K2 0905,CN,"Chinese AI company developing the Kimi series of large language models, including state-of-the-art mixture-of-experts models with long-context capabilities",moonshotai,Moonshot AI,https://moonshot.cn,1000000000000,2025-09-05,https://docs.moonshot.cn/,,https://kimi.moonshot.cn/,,https://moonshot.cn/blog/kimi-k2-0905,,,2025-09-14T00:00:00.000000+00:00
2025-07-11,True,2025-07-19T19:49:05.422399+00:00,model,"Kimi K2 base model is a state-of-the-art mixture-of-experts (MoE) language model with 32 billion activated parameters and 1 trillion total parameters. Trained on 15.5 trillion tokens with the MuonClip optimizer, this is the foundation model before instruction tuning. It demonstrates strong performance on knowledge, reasoning, and coding benchmarks while being optimized for agentic capabilities.",,,mit,,kimi-k2-base,False,Kimi K2 Base,CN,"Chinese AI company developing the Kimi series of large language models, including state-of-the-art mixture-of-experts models with long-context capabilities",moonshotai,Moonshot AI,https://moonshot.cn,1000000000000,2025-07-11,https://platform.moonshot.ai,,,https://github.com/MoonshotAI/Kimi-K2,https://moonshotai.github.io/Kimi-K2/,https://huggingface.co/moonshotai/Kimi-K2-Base,15500000000000,2025-07-19T19:49:05.422399+00:00
2025-07-11,True,2025-07-19T19:49:05.875884+00:00,model,"Kimi K2 is a state-of-the-art mixture-of-experts (MoE) language model with 32 billion activated parameters and 1 trillion total parameters. Trained with the MuonClip optimizer, it achieves exceptional performance across frontier knowledge, reasoning, and coding tasks while being meticulously optimized for agentic capabilities. The instruct variant is post-trained for drop-in, general-purpose chat and agentic experiences without long thinking.",kimi-k2-base,,mit,,kimi-k2-instruct,False,Kimi K2 Instruct,CN,"Chinese AI company developing the Kimi series of large language models, including state-of-the-art mixture-of-experts models with long-context capabilities",moonshotai,Moonshot AI,https://moonshot.cn,1000000000000,2025-07-11,https://platform.moonshot.ai,,https://kimi.com,https://github.com/MoonshotAI/Kimi-K2,https://moonshotai.github.io/Kimi-K2/,https://huggingface.co/moonshotai/Kimi-K2-Instruct,15500000000000,2025-07-19T19:49:05.875884+00:00
2025-09-05,True,2025-09-05T00:00:00.000000+00:00,model,"Kimi K2-Instruct-0905 is the latest, most capable version of Kimi K2, achieving state-of-the-art performance in frontier knowledge, math, and coding among non-thinking models. This Mixture-of-Experts model features 32 billion activated parameters and 1 trillion total parameters, meticulously optimized for agentic tasks. Key features include enhanced agentic coding intelligence, extended context length to 256K tokens, and a hybrid architecture trained with MuonClip optimizer on 15.5T tokens. The model achieves 65.8% on SWE-bench Verified (single attempt), 47.3% on SWE-bench Multilingual, and excels at tool use with 70.6% on Tau2-retail. It is a reflex-grade model without long thinking, designed to act and execute complex tasks seamlessly.",,,mit,,kimi-k2-instruct-0905,False,Kimi K2-Instruct-0905,CN,"Chinese AI company developing the Kimi series of large language models, including state-of-the-art mixture-of-experts models with long-context capabilities",moonshotai,Moonshot AI,https://moonshot.cn,1000000000000,2025-09-05,https://platform.moonshot.ai,https://github.com/MoonshotAI/Kimi-K2/blob/main/tech_report.pdf,https://kimi.moonshot.cn/,https://github.com/MoonshotAI/Kimi-K2,https://moonshotai.github.io/Kimi-K2/,https://huggingface.co/MoonshotAI,15500000000000,2025-09-15T00:00:00.000000+00:00
2024-10-01,True,2025-07-19T19:49:05.908923+00:00,model,A large language model customized by NVIDIA to improve the helpfulness of LLM generated responses. It is a fine-tuned version of Llama 3.1 70B Instruct. The model was trained using RLHF (REINFORCE) with HelpSteer2-Preference prompts.,llama-3.1-70b-instruct,2023-12-01,llama_3_1_community_license,,llama-3.1-nemotron-70b-instruct,False,Llama 3.1 Nemotron 70B Instruct,US,GPU and AI company,nvidia,NVIDIA,https://nvidia.com,70000000000,2024-10-01,https://build.nvidia.com/nvidia/llama-3_1-nemotron-70b-instruct,https://arxiv.org/abs/2410.01257,,,https://developer.nvidia.com/blog/advancing-the-accuracy-efficiency-frontier-with-llama-3-1-nemotron-51b/,https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,,2025-07-19T19:49:05.908923+00:00
2025-03-18,True,2025-07-19T19:49:05.733231+00:00,model,"Llama-3.1-Nemotron-Nano-8B-v1 is a large language model (LLM) which is a derivative of Meta Llama-3.1-8B-Instruct (AKA the reference model). It is a reasoning model that is post trained for reasoning, human chat preferences, and tasks, such as RAG and tool calling.",,2023-12-31,llama_3_1_community_license,,llama-3.1-nemotron-nano-8b-v1,False,Llama 3.1 Nemotron Nano 8B V1,US,GPU and AI company,nvidia,NVIDIA,https://nvidia.com,8000000000,2025-03-18,,https://arxiv.org/abs/2502.00203,https://build.nvidia.com/nvidia/llama-3_1-nemotron-nano-8b-v1,,https://build.nvidia.com/nvidia/llama-3_1-nemotron-nano-8b-v1/modelcard,https://huggingface.co/nvidia/Llama-3.1-Nemotron-Nano-8B-v1,,2025-07-19T19:49:05.733231+00:00
2025-04-07,True,2025-07-19T19:49:05.735588+00:00,model,"A 253B parameter derivative of Meta Llama 3.1 405B Instruct, developed by NVIDIA using Neural Architecture Search (NAS) and vertical compression. It underwent multi-phase post-training (SFT for Math, Code, Reasoning, Chat, Tool Calling; RL with GRPO) to enhance reasoning and instruction-following. Optimized for accuracy/efficiency tradeoff on NVIDIA GPUs. Supports 128k context.",,2023-12-01,llama_3_1_community_license,,llama-3.1-nemotron-ultra-253b-v1,False,Llama 3.1 Nemotron Ultra 253B v1,US,GPU and AI company,nvidia,NVIDIA,https://nvidia.com,253000000000,2025-04-07,,https://arxiv.org/abs/2502.00203,https://build.nvidia.com/nvidia/llama-3_1-nemotron-ultra-253b-v1,,https://build.nvidia.com/nvidia/llama-3_1-nemotron-ultra-253b-v1/modelcard,https://huggingface.co/nvidia/Llama-3_1-Nemotron-Ultra-253B-v1,,2025-07-19T19:49:05.735588+00:00
2025-03-18,True,2025-07-19T19:49:05.730826+00:00,model,"Llama-3.3-Nemotron-Super-49B-v1 is a large language model (LLM) derived from Meta Llama-3.3-70B-Instruct. It's post-trained for reasoning, chat, RAG, and tool calling, offering a balance between accuracy and efficiency (optimized for single H100). It underwent multi-phase post-training including SFT and RL (RLOO, RPO).",,2023-12-31,llama_3_1_community_license,,llama-3.3-nemotron-super-49b-v1,False,Llama-3.3 Nemotron Super 49B v1,US,GPU and AI company,nvidia,NVIDIA,https://nvidia.com,49900000000,2025-03-18,,https://arxiv.org/abs/2502.00203,https://build.nvidia.com/nvidia/llama-3_3-nemotron-super-49b-v1,,https://build.nvidia.com/nvidia/llama-3_3-nemotron-super-49b-v1/modelcard,https://huggingface.co/nvidia/Llama-3_3-Nemotron-Super-49B-v1,,2025-07-19T19:49:05.730826+00:00
2023-03-21,True,2025-07-19T19:49:05.858492+00:00,model,The latest GPT-3.5 Turbo model with higher accuracy at responding in requested formats and a fix for a bug which caused a text encoding issue for non-English language function calls.,,2021-09-30,proprietary,,gpt-3.5-turbo-0125,False,GPT-3.5 Turbo,US,Leading AI research company,openai,OpenAI,https://openai.com,,2023-03-21,https://platform.openai.com/docs/models/gpt-3-5-turbo,,https://platform.openai.com/playground,,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,,,2025-07-19T19:49:05.858492+00:00
2023-06-13,True,2025-07-19T19:49:05.869531+00:00,model,GPT-4 is a large multimodal model capable of processing both image and text inputs and generating human-like text outputs. It demonstrates human-level performance on various professional and academic benchmarks.,,2022-12-31,proprietary,,gpt-4-0613,True,GPT-4,US,Leading AI research company,openai,OpenAI,https://openai.com,,2023-06-13,https://platform.openai.com/docs/api-reference/chat,https://arxiv.org/abs/2303.08774,https://platform.openai.com/playground,https://github.com/openai/gpt-4,https://openai.com/research/gpt-4,,,2025-07-19T19:49:05.869531+00:00
2024-04-09,True,2025-07-19T19:49:05.872559+00:00,model,"The latest GPT-4 model with improved performance, updated knowledge, and enhanced capabilities. It offers faster response times and more affordable pricing compared to previous versions.",,2023-12-31,proprietary,,gpt-4-turbo-2024-04-09,False,GPT-4 Turbo,US,Leading AI research company,openai,OpenAI,https://openai.com,,2024-04-09,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,,https://platform.openai.com/playground,,https://openai.com/index/new-models-and-developer-products-announced-at-devday/,,,2025-07-19T19:49:05.872559+00:00
2025-04-14,True,2025-07-19T19:49:05.841143+00:00,model,"GPT-4.1 is OpenAI's latest and most advanced flagship model, significantly improving upon GPT-4 Turbo in performance across benchmarks, speed, and cost-effectiveness.",,2024-06-01,proprietary,,gpt-4.1-2025-04-14,True,GPT-4.1,US,Leading AI research company,openai,OpenAI,https://openai.com,,2025-04-14,https://platform.openai.com/docs/models/gpt-4.1,,https://platform.openai.com/playground?mode=chat&model=gpt-4.1,,https://openai.com/index/gpt-4-1/,,,2025-07-19T19:49:05.841143+00:00
2025-04-14,True,2025-07-19T19:49:05.821382+00:00,model,"GPT-4.1 mini provides a balance between intelligence, speed, and cost. It's a significant leap in small model performance, even beating GPT-4o in many benchmarks while reducing latency and cost.",,2024-05-31,proprietary,,gpt-4.1-mini-2025-04-14,True,GPT-4.1 mini,US,Leading AI research company,openai,OpenAI,https://openai.com,,2025-04-14,https://platform.openai.com/docs/models/gpt-4.1-mini,,https://platform.openai.com/playground?mode=chat&model=gpt-4.1-mini,,https://openai.com/index/gpt-4-1/,,,2025-07-19T19:49:05.821382+00:00
2025-04-14,True,2025-07-19T19:49:05.827978+00:00,model,GPT-4.1 nano is OpenAI's fastest and cheapest model available in the GPT-4.1 family. It delivers exceptional performance at a small size with its 1 million token context window. Ideal for tasks like classification or autocompletion.,,2024-05-31,proprietary,,gpt-4.1-nano-2025-04-14,True,GPT-4.1 nano,US,Leading AI research company,openai,OpenAI,https://openai.com,,2025-04-14,https://platform.openai.com/docs/models/gpt-4.1-nano,,https://platform.openai.com/playground?mode=chat&model=gpt-4.1-nano,,https://openai.com/index/gpt-4-1/,,,2025-07-19T19:49:05.827978+00:00
