allow_commercial,analysis_method,announcement_date,available_in_zeroeval,benchmark_id,benchmark_name,categories_model,country,created_at,data_type,description_x,fine_tuned_from_model_id,implementation_link,is_self_reported,knowledge_cutoff,language_model,license_id_x,max_score_model,modality_model,model_benchmark_id,model_family_id,model_id,multilingual_model,multimodal_x,name_x,normalized_score,organization_country,organization_description,organization_id_x,organization_name_x,organization_website,paper_link,param_count_x,parent_benchmark_id,provider_id,release_date_x,score,self_reported_source_link,source_api_ref,source_paper,source_playground,source_repo_link,source_scorecard_blog_link,source_weights_link,training_tokens,updated_at,verification_date,verification_hardware,verification_notes,verification_provider_id,verified,verified_by_llmstats,website,param_count_disclosed_x,param_count_clean_x,training_tokens_disclosed_x,training_tokens_clean_x,score_clean,normalized_score_clean,license_type_x,release_year_x,release_month_x,release_year_month_x,cost_per_million_io_tokens,model_size_category_x,performance_category,name_y,organization_id_y,organization_name_y,param_count_y,param_count_clean_y,param_count_disclosed_y,training_tokens_clean_y,training_tokens_disclosed_y,multimodal_y,license_id_y,license_type_y,release_date_y,release_year_y,release_month_y,release_year_month_y,model_size_category_y,description_y,name,categories_benchmark,modality_benchmark,multilingual_benchmark,max_score_benchmark,language_benchmark,description,performance_ratio,is_general,is_code,is_math,is_reasoning,is_language,is_multimodal,is_safety,is_long_context,is_roleplay,is_agents,is_factuality,is_vision,is_multimodal_model,is_large_model,is_open_source,is_recent_model,is_2025_model,performance_tier,model_family
,Score,,,popqa,PopQA,,,2025-07-19T19:56:15.077308+00:00,benchmark_result,,,,True,,,,,,1803.0,,granite-3.3-8b-instruct,,,,0.2617,,,ibm,,,,,,,,0.2617,https://huggingface.co/ibm-granite/granite-3.3-8b-instruct,,,,,,,,2025-07-19T19:56:15.077308+00:00,,,,,,False,,False,0.0,False,0.0,0.2617,0.2617,Unknown,,,,,Undisclosed,Poor (<60%),Granite 3.3 8B Instruct,ibm,IBM,8000000000.0,8000000000.0,True,0.0,False,True,apache_2_0,Open & Permissive,2025-04-16,2025.0,4.0,2025-04,Very Large (>70B),"Granite 3.3 models feature enhanced reasoning capabilities and support for Fill-in-the-Middle (FIM) code completion. They are built on a foundation of open-source instruction datasets with permissive licenses, alongside internally curated synthetic datasets tailored for long-context problem-solving. These models preserve the key strengths of previous Granite versions, including support for a 128K context length, strong performance in retrieval-augmented generation (RAG) and function calling, and controls for response length and originality. Granite 3.3 also delivers competitive results across general, enterprise, and safety benchmarks. Released as open source, the models are available under the Apache 2.0 license.",PopQA,"['general', 'reasoning']",text,False,1.0,en,"PopQA is an entity-centric open-domain question-answering dataset consisting of 14,000 QA pairs designed to evaluate language models' ability to memorize and recall factual knowledge across entities with varying popularity levels. The dataset probes both parametric memory (stored in model parameters) and non-parametric memory effectiveness, with questions covering 16 diverse relationship types from Wikidata converted to natural language using templates. Created by sampling knowledge triples from Wikidata and converting them to natural language questions, focusing on long-tail entities to understand LMs' strengths and limitations in memorizing factual knowledge.",0.2617,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,truthfulqa,TruthfulQA,,,2025-07-19T19:56:11.360858+00:00,benchmark_result,,,,True,,,,,,141.0,,granite-3.3-8b-instruct,,,,0.6686,,,ibm,,,,,,,,0.6686,https://huggingface.co/ibm-granite/granite-3.3-8b-instruct,,,,,,,,2025-07-19T19:56:11.360858+00:00,,,,,,False,,False,0.0,False,0.0,0.6686,0.6686,Unknown,,,,,Undisclosed,Fair (60-69%),Granite 3.3 8B Instruct,ibm,IBM,8000000000.0,8000000000.0,True,0.0,False,True,apache_2_0,Open & Permissive,2025-04-16,2025.0,4.0,2025-04,Very Large (>70B),"Granite 3.3 models feature enhanced reasoning capabilities and support for Fill-in-the-Middle (FIM) code completion. They are built on a foundation of open-source instruction datasets with permissive licenses, alongside internally curated synthetic datasets tailored for long-context problem-solving. These models preserve the key strengths of previous Granite versions, including support for a 128K context length, strong performance in retrieval-augmented generation (RAG) and function calling, and controls for response length and originality. Granite 3.3 also delivers competitive results across general, enterprise, and safety benchmarks. Released as open source, the models are available under the Apache 2.0 license.",TruthfulQA,"['general', 'reasoning', 'legal', 'healthcare', 'finance']",text,False,1.0,en,"TruthfulQA is a benchmark to measure whether language models are truthful in generating answers to questions. It comprises 817 questions that span 38 categories, including health, law, finance and politics. The questions are crafted such that some humans would answer falsely due to a false belief or misconception, testing models' ability to avoid generating false answers learned from human texts.",0.6686,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),granite
,Score,,,alpacaeval-2.0,AlpacaEval 2.0,,,2025-07-19T19:56:15.045290+00:00,benchmark_result,,,,True,,,,,,1792.0,,granite-4.0-tiny-preview,,,,0.3516,,,ibm,,,,,,,,0.3516,https://huggingface.co/ibm-granite/granite-4.0-tiny-preview,,,,,,,,2025-07-19T19:56:15.045290+00:00,,,,,,False,,False,0.0,False,0.0,0.3516,0.3516,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",AlpacaEval 2.0,"['general', 'creativity', 'reasoning']",text,False,1.0,en,"AlpacaEval 2.0 is a length-controlled automatic evaluator for instruction-following language models that uses GPT-4 Turbo to assess model responses against a baseline. It evaluates models on 805 diverse instruction-following tasks including creative writing, classification, programming, and general knowledge questions. The benchmark achieves 0.98 Spearman correlation with ChatBot Arena while being fast (< 3 minutes) and affordable (< $10 in OpenAI credits). It addresses length bias in automatic evaluation through length-controlled win-rates and uses weighted scoring based on response quality.",0.3516,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,arena-hard,Arena Hard,,,2025-07-19T19:56:14.108397+00:00,benchmark_result,,,,True,,,,,,1458.0,,granite-4.0-tiny-preview,,,,0.267,,,ibm,,,,,,,,0.267,https://huggingface.co/ibm-granite/granite-4.0-tiny-preview,,,,,,,,2025-07-19T19:56:14.108397+00:00,,,,,,False,,False,0.0,False,0.0,0.267,0.267,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",Arena Hard,"['general', 'reasoning', 'creativity']",text,False,1.0,en,"Arena-Hard-Auto is an automatic evaluation benchmark for instruction-tuned LLMs consisting of 500 challenging real-world prompts curated by BenchBuilder. It includes open-ended software engineering problems, mathematical questions, and creative writing tasks. The benchmark uses LLM-as-a-Judge methodology with GPT-4.1 and Gemini-2.5 as automatic judges to approximate human preference. Arena-Hard achieves 98.6% correlation with human preference rankings and provides 3x higher separation of model performances compared to MT-Bench, making it highly effective for distinguishing between models of similar quality.",0.267,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,attaq,AttaQ,,,2025-07-19T19:56:15.083480+00:00,benchmark_result,,,,True,,,,,,1805.0,,granite-4.0-tiny-preview,,,,0.861,,,ibm,,,,,,,,0.861,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:15.083480+00:00,,,,,,False,,False,0.0,False,0.0,0.861,0.861,Unknown,,,,,Undisclosed,Very Good (80-89%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",AttaQ,['safety'],text,False,1.0,en,"AttaQ is a unique dataset containing adversarial examples in the form of questions designed to provoke harmful or inappropriate responses from large language models. The benchmark evaluates safety vulnerabilities by using specialized clustering techniques that analyze both the semantic similarity of input attacks and the harmfulness of model responses, facilitating targeted improvements to model safety mechanisms.",0.861,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),granite
,Score,,,big-bench-hard,BIG-Bench Hard,,,2025-07-19T19:56:13.247228+00:00,benchmark_result,,,,True,,,,,,1079.0,,granite-4.0-tiny-preview,,,,0.557,,,ibm,,,,,,,,0.557,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:13.247228+00:00,,,,,,False,,False,0.0,False,0.0,0.557,0.557,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",BIG-Bench Hard,"['reasoning', 'math', 'language']",text,False,1.0,en,"BIG-Bench Hard (BBH) is a subset of 23 challenging BIG-Bench tasks selected because prior language model evaluations did not outperform average human-rater performance. The benchmark contains 6,511 evaluation examples testing various forms of multi-step reasoning including arithmetic, logical reasoning (Boolean expressions, logical deduction), geometric reasoning, temporal reasoning, and language understanding. Tasks require capabilities such as causal judgment, object counting, navigation, pattern recognition, and complex problem solving.",0.557,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,drop,DROP,,,2025-07-19T19:56:13.009229+00:00,benchmark_result,,,,True,,,,,,953.0,,granite-4.0-tiny-preview,,,,0.462,,,ibm,,,,,,,,0.462,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:13.009229+00:00,,,,,,False,,False,0.0,False,0.0,0.462,0.462,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",DROP,"['reasoning', 'math']",text,False,1.0,en,"DROP (Discrete Reasoning Over Paragraphs) is a reading comprehension benchmark requiring discrete reasoning over paragraph content. It contains crowdsourced, adversarially-created questions that require resolving references and performing discrete operations like addition, counting, or sorting, demanding comprehensive paragraph understanding beyond paraphrase-and-entity-typing shortcuts.",0.462,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.094422+00:00,benchmark_result,,,,True,,,,,,1002.0,,granite-4.0-tiny-preview,,,,0.701,,,ibm,,,,,,,,0.701,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:13.094422+00:00,,,,,,False,,False,0.0,False,0.0,0.701,0.701,Unknown,,,,,Undisclosed,Good (70-79%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",GSM8k,"['math', 'reasoning']",text,False,1.0,en,"Grade School Math 8K, a dataset of 8.5K high-quality linguistically diverse grade school math word problems requiring multi-step reasoning and elementary arithmetic operations.",0.701,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),granite
,Score,,,humaneval,HumanEval,,,2025-07-19T19:56:12.663900+00:00,benchmark_result,,,,True,,,,,,796.0,,granite-4.0-tiny-preview,,,,0.824,,,ibm,,,,,,,,0.824,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:12.663900+00:00,,,,,,False,,False,0.0,False,0.0,0.824,0.824,Unknown,,,,,Undisclosed,Very Good (80-89%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",HumanEval,"['reasoning', 'code']",text,False,1.0,en,"A benchmark that measures functional correctness for synthesizing programs from docstrings, consisting of 164 original programming problems assessing language comprehension, algorithms, and simple mathematics",0.824,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),granite
,Score,,,humaneval+,HumanEval+,,,2025-07-19T19:56:14.074105+00:00,benchmark_result,,,,True,,,,,,1442.0,,granite-4.0-tiny-preview,,,,0.783,,,ibm,,,,,,,,0.783,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:14.074105+00:00,,,,,,False,,False,0.0,False,0.0,0.783,0.783,Unknown,,,,,Undisclosed,Good (70-79%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",HumanEval+,['reasoning'],text,False,1.0,en,"Enhanced version of HumanEval that extends the original test cases by 80x using EvalPlus framework for rigorous evaluation of LLM-synthesized code functional correctness, detecting previously undetected wrong code",0.783,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),granite
,Score,,,ifeval,IFEval,,,2025-07-19T19:56:12.285068+00:00,benchmark_result,,,,True,,,,,,624.0,,granite-4.0-tiny-preview,,,,0.63,,,ibm,,,,,,,,0.63,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:12.285068+00:00,,,,,,False,,False,0.0,False,0.0,0.63,0.63,Unknown,,,,,Undisclosed,Fair (60-69%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",IFEval,['general'],text,False,1.0,en,"Instruction-Following Evaluation (IFEval) benchmark for large language models, focusing on verifiable instructions with 25 types of instructions and around 500 prompts containing one or more verifiable constraints",0.63,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),granite
,Score,,,mmlu,MMLU,,,2025-07-19T19:56:11.287184+00:00,benchmark_result,,,,True,,,,,,99.0,,granite-4.0-tiny-preview,,,,0.604,,,ibm,,,,,,,,0.604,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:11.287184+00:00,,,,,,False,,False,0.0,False,0.0,0.604,0.604,Unknown,,,,,Undisclosed,Fair (60-69%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",MMLU,"['general', 'reasoning', 'language', 'math']",text,False,1.0,en,"Massive Multitask Language Understanding benchmark testing knowledge across 57 diverse subjects including STEM, humanities, social sciences, and professional domains",0.604,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Fair (60-70%),granite
,Score,,,popqa,PopQA,,,2025-07-19T19:56:15.075622+00:00,benchmark_result,,,,True,,,,,,1802.0,,granite-4.0-tiny-preview,,,,0.229,,,ibm,,,,,,,,0.229,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:15.075622+00:00,,,,,,False,,False,0.0,False,0.0,0.229,0.229,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",PopQA,"['general', 'reasoning']",text,False,1.0,en,"PopQA is an entity-centric open-domain question-answering dataset consisting of 14,000 QA pairs designed to evaluate language models' ability to memorize and recall factual knowledge across entities with varying popularity levels. The dataset probes both parametric memory (stored in model parameters) and non-parametric memory effectiveness, with questions covering 16 diverse relationship types from Wikidata converted to natural language using templates. Created by sampling knowledge triples from Wikidata and converting them to natural language questions, focusing on long-tail entities to understand LMs' strengths and limitations in memorizing factual knowledge.",0.229,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,Score,,,truthfulqa,TruthfulQA,,,2025-07-19T19:56:11.358910+00:00,benchmark_result,,,,True,,,,,,140.0,,granite-4.0-tiny-preview,,,,0.581,,,ibm,,,,,,,,0.581,https://www.ibm.com/new/announcements/ibm-granite-4-0-tiny-preview-sneak-peek,,,,,,,,2025-07-19T19:56:11.358910+00:00,,,,,,False,,False,0.0,False,0.0,0.581,0.581,Unknown,,,,,Undisclosed,Poor (<60%),IBM Granite 4.0 Tiny Preview,ibm,IBM,7000000000.0,7000000000.0,True,2500000000000.0,True,False,apache_2_0,Open & Permissive,2025-05-02,2025.0,5.0,2025-05,Very Large (>70B),"A preliminary version of the smallest model in the upcoming Granite 4.0 family, released May 2025. It utilizes a novel hybrid Mamba-2/Transformer, fine-grained mixture of experts (MoE) architecture (7B total parameters, 1B active at inference). This preview version is partially trained (2.5T tokens) but demonstrates significant memory efficiency and performance potential, validated for at least 128K context length without positional encoding.",TruthfulQA,"['general', 'reasoning', 'legal', 'healthcare', 'finance']",text,False,1.0,en,"TruthfulQA is a benchmark to measure whether language models are truthful in generating answers to questions. It comprises 817 questions that span 38 categories, including health, law, finance and politics. The questions are crafted such that some humans would answer falsely due to a false belief or misconception, testing models' ability to avoid generating false answers learned from human texts.",0.581,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),granite
,0-shot,,,docvqa,DocVQA,,,2025-07-19T19:56:12.861804+00:00,benchmark_result,,,,True,,,,,,894.0,,grok-1.5,,,,0.856,,,xai,,,,,,,,0.856,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:12.861804+00:00,,,,,,False,,False,0.0,False,0.0,0.856,0.856,Unknown,,,,,Undisclosed,Very Good (80-89%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",DocVQA,"['vision', 'multimodal']",multimodal,False,1.0,en,"A dataset for Visual Question Answering on document images containing 50,000 questions defined on 12,000+ document images. The benchmark tests AI's ability to understand document structure and content, requiring models to comprehend document layout and perform information retrieval to answer questions about document images.",0.856,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Very Good (80-90%),grok
,0-shot,,,gpqa,GPQA,,,2025-07-19T19:56:11.711788+00:00,benchmark_result,,,,True,,,,,,322.0,,grok-1.5,,,,0.359,,,xai,,,,,,,,0.359,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:11.711788+00:00,,,,,,False,,False,0.0,False,0.0,0.359,0.359,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",GPQA,"['reasoning', 'general']",text,False,1.0,en,"A challenging dataset of 448 multiple-choice questions written by domain experts in biology, physics, and chemistry. Questions are Google-proof and extremely difficult, with PhD experts reaching 65% accuracy.",0.359,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,8-shot,,,gsm8k,GSM8k,,,2025-07-19T19:56:13.092882+00:00,benchmark_result,,,,True,,,,,,1001.0,,grok-1.5,,,,0.9,,,xai,,,,,,,,0.9,https://x.ai/blog/grok-1.5,,,,,,,,2025-07-19T19:56:13.092882+00:00,,,,,,False,,False,0.0,False,0.0,0.9,0.9,Unknown,,,,,Undisclosed,Excellent (90%+),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",GSM8k,"['math', 'reasoning']",text,False,1.0,en,"Grade School Math 8K, a dataset of 8.5K high-quality linguistically diverse grade school math word problems requiring multi-step reasoning and elementary arithmetic operations.",0.9,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Excellent (90-95%),grok
,0-shot,,,humaneval,HumanEval,,,2025-07-19T19:56:12.660557+00:00,benchmark_result,,,,True,,,,,,794.0,,grok-1.5,,,,0.741,,,xai,,,,,,,,0.741,https://x.ai/blog/grok-1.5,,,,,,,,2025-07-19T19:56:12.660557+00:00,,,,,,False,,False,0.0,False,0.0,0.741,0.741,Unknown,,,,,Undisclosed,Good (70-79%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",HumanEval,"['reasoning', 'code']",text,False,1.0,en,"A benchmark that measures functional correctness for synthesizing programs from docstrings, consisting of 164 original programming problems assessing language comprehension, algorithms, and simple mathematics",0.741,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Good (70-80%),grok
,4-shot,,,math,MATH,,,2025-07-19T19:56:11.878054+00:00,benchmark_result,,,,True,,,,,,413.0,,grok-1.5,,,,0.506,,,xai,,,,,,,,0.506,https://x.ai/blog/grok-1.5,,,,,,,,2025-07-19T19:56:11.878054+00:00,,,,,,False,,False,0.0,False,0.0,0.506,0.506,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",MATH,"['math', 'reasoning']",text,False,1.0,en,"MATH dataset contains 12,500 challenging competition mathematics problems from AMC 10, AMC 12, AIME, and other mathematics competitions. Each problem includes full step-by-step solutions and spans multiple difficulty levels (1-5) across seven mathematical subjects including Prealgebra, Algebra, Number Theory, Counting and Probability, Geometry, Intermediate Algebra, and Precalculus.",0.506,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Poor (<60%),grok
,0-shot,,,mathvista,MathVista,,,2025-07-19T19:56:12.103226+00:00,benchmark_result,,,,True,,,,,,532.0,,grok-1.5,,,,0.528,,,xai,,,,,,,,0.528,https://x.ai/blog/grok-2,,,,,,,,2025-07-19T19:56:12.103226+00:00,,,,,,False,,False,0.0,False,0.0,0.528,0.528,Unknown,,,,,Undisclosed,Poor (<60%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",MathVista,"['math', 'vision', 'multimodal']",multimodal,False,1.0,en,"MathVista evaluates mathematical reasoning of foundation models in visual contexts. It consists of 6,141 examples derived from 28 existing multimodal datasets and 3 newly created datasets (IQTest, FunctionQA, and PaperQA), combining challenges from diverse mathematical and visual tasks to assess models' ability to understand complex figures and perform rigorous reasoning.",0.528,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Poor (<60%),grok
,5-shot,,,mmlu,MMLU,,,2025-07-19T19:56:11.283997+00:00,benchmark_result,,,,True,,,,,,97.0,,grok-1.5,,,,0.813,,,xai,,,,,,,,0.813,https://x.ai/blog/grok-1.5,,,,,,,,2025-07-19T19:56:11.283997+00:00,,,,,,False,,False,0.0,False,0.0,0.813,0.813,Unknown,,,,,Undisclosed,Very Good (80-89%),Grok-1.5,xai,xAI,,0.0,False,0.0,False,False,proprietary,Proprietary,2024-03-28,2024.0,3.0,2024-03,Undisclosed,"An advanced language model with improved reasoning capabilities, particularly excelling in coding and mathematical tasks. Features a 128K token context window and enhanced problem-solving abilities compared to its predecessor.",MMLU,"['general', 'reasoning', 'language', 'math']",text,False,1.0,en,"Massive Multitask Language Understanding benchmark testing knowledge across 57 diverse subjects including STEM, humanities, social sciences, and professional domains",0.813,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,Very Good (80-90%),grok
